category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0004816	1.0000000000072273	0.8512392463870545	0	2	asparagine-tRNA ligase activity	MF	1.0
GO:0006421	1.0000000000072273	0.8512392463870545	0	2	asparaginyl-tRNA aminoacylation	BP	1.0
GO:0050265	1.0000000000072276	0.8491565213860013	0	2	RNA uridylyltransferase activity	MF	1.0
GO:2000627	1.0000000000072276	0.8491565213860013	0	2	positive regulation of miRNA catabolic process	BP	1.0
GO:0120142	1.0000000000072338	0.8755192623425161	0	2	positive regulation of ecdysone receptor-mediated signaling pathway	BP	1.0
GO:0006027	1.00000000000726	0.7612356640960776	0	4	glycosaminoglycan catabolic process	BP	1.0
GO:0030860	1.000000000007268	0.8866942140185725	0	2	regulation of polarized epithelial cell differentiation	BP	1.0
GO:0006505	1.0000000000072724	0.8538867350227627	0	2	GPI anchor metabolic process	BP	1.0
GO:0000822	1.0000000000073075	0.711109274507113	0	5	inositol hexakisphosphate binding	MF	1.0
GO:0003910	1.000000000007314	0.7842533459316272	0	3	DNA ligase (ATP) activity	MF	1.0
GO:0006273	1.000000000007314	0.7842533459316272	0	3	lagging strand elongation	BP	1.0
GO:0090201	1.000000000007324	0.8550454079791333	0	2	negative regulation of release of cytochrome c from mitochondria	BP	1.0
GO:0019287	1.0000000000073739	0.7905093890531119	0	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway	BP	1.0
GO:0048738	1.0000000000073759	0.6700920550630686	0	5	cardiac muscle tissue development	BP	1.0
GO:0060047	1.0000000000073759	0.6700920550630686	0	5	heart contraction	BP	1.0
GO:0016029	1.000000000007378	0.7348950549723855	0	4	subrhabdomeral cisterna	CC	1.0
GO:0097113	1.0000000000073812	0.8630962994722277	0	2	AMPA glutamate receptor clustering	BP	1.0
GO:0008656	1.000000000007431	0.8521590801311487	0	2	cysteine-type endopeptidase activator activity involved in apoptotic process	MF	1.0
GO:1990928	1.000000000007437	0.8086624749915992	0	3	response to amino acid starvation	BP	1.0
GO:0016432	1.0000000000074398	0.8508240671798908	0	2	tRNA-uridine aminocarboxypropyltransferase activity	MF	1.0
GO:0032868	1.0000000000074496	0.681282084296426	0	5	response to insulin	BP	1.0
GO:1903723	1.0000000000074634	0.839182788946436	0	3	negative regulation of centriole elongation	BP	1.0
GO:0016032	1.0000000000074816	0.7648672621754323	0	4	viral process	BP	1.0
GO:0016363	1.000000000007499	0.7360477711877706	0	5	nuclear matrix	CC	1.0
GO:0034388	1.000000000007522	0.6648654900477751	0	5	Pwp2p-containing subcomplex of 90S preribosome	CC	1.0
GO:0004706	1.0000000000075404	0.7254131856675454	0	4	JUN kinase kinase kinase activity	MF	1.0
GO:1905448	1.0000000000075464	0.796276578609079	0	3	positive regulation of mitochondrial ATP synthesis coupled electron transport	BP	1.0
GO:0008418	1.000000000007554	0.8501146874280354	0	2	protein-N-terminal asparagine amidohydrolase activity	MF	1.0
GO:0061929	1.0000000000075606	0.8867178965405764	0	2	gamma-glutamylaminecyclotransferase activity	MF	1.0
GO:0004527	1.0000000000075957	0.6694011845208071	0	5	exonuclease activity	MF	1.0
GO:0051731	1.000000000007597	0.8498405485751811	0	2	polynucleotide 5'-hydroxyl-kinase activity	MF	1.0
GO:0034451	1.000000000007606	0.7226354104272525	0	4	centriolar satellite	CC	1.0
GO:0042420	1.000000000007606	0.7226354104272525	0	4	dopamine catabolic process	BP	1.0
GO:0004001	1.0000000000076081	0.7540262700210109	0	4	adenosine kinase activity	MF	1.0
GO:0031390	1.0000000000076108	0.8289657390393589	0	3	Ctf18 RFC-like complex	CC	1.0
GO:0006661	1.000000000007613	0.7224874520518599	0	4	phosphatidylinositol biosynthetic process	BP	1.0
GO:0016490	1.0000000000076237	0.9451187064301355	0	2	structural constituent of peritrophic membrane	MF	1.0
GO:0051131	1.0000000000076572	0.7005828149634538	0	5	chaperone-mediated protein complex assembly	BP	1.0
GO:0140575	1.0000000000076947	0.7142140738009479	0	5	transmembrane monodehydroascorbate reductase activity	MF	1.0
GO:0045948	1.0000000000077147	0.7705282152456072	0	4	positive regulation of translational initiation	BP	1.0
GO:0004748	1.000000000007756	0.8502266008612434	0	2	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	MF	1.0
GO:0009263	1.000000000007756	0.8502266008612434	0	2	deoxyribonucleotide biosynthetic process	BP	1.0
GO:0006892	1.000000000007761	0.7309223955119267	0	5	post-Golgi vesicle-mediated transport	BP	1.0
GO:0003726	1.0000000000077882	0.6748838357880824	0	5	double-stranded RNA adenosine deaminase activity	MF	1.0
GO:0071786	1.0000000000078	0.7850926051716195	0	3	endoplasmic reticulum tubular network organization	BP	1.0
GO:0008308	1.00000000000783	0.6730055115929156	0	5	voltage-gated anion channel activity	MF	1.0
GO:0016602	1.0000000000078506	0.8622361542707049	0	3	CCAAT-binding factor complex	CC	1.0
GO:0016188	1.0000000000078924	0.8336787052651319	0	3	synaptic vesicle maturation	BP	1.0
GO:0004090	1.000000000007924	0.8071199777927315	0	3	carbonyl reductase (NADPH) activity	MF	1.0
GO:0031435	1.000000000007932	0.8491226035001639	0	2	mitogen-activated protein kinase kinase kinase binding	MF	1.0
GO:0006282	1.0000000000079372	0.7828287401915989	0	3	regulation of DNA repair	BP	1.0
GO:0042771	1.0000000000079372	0.7828287401915989	0	3	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	1.0
GO:0004659	1.000000000007942	0.7210561075166042	0	4	prenyltransferase activity	MF	1.0
GO:0008649	1.0000000000079539	0.8614622070876133	0	2	rRNA methyltransferase activity	MF	1.0
GO:1990258	1.0000000000079539	0.8614622070876133	0	2	histone glutamine methylation	BP	1.0
GO:1990259	1.0000000000079539	0.8614622070876133	0	2	histone-glutamine methyltransferase activity	MF	1.0
GO:0022414	1.0000000000079923	0.8565996825588774	0	2	reproductive process	BP	1.0
GO:0032873	1.0000000000079923	0.8565996825588774	0	2	negative regulation of stress-activated MAPK cascade	BP	1.0
GO:0070775	1.0000000000080345	0.6723618444200273	0	5	H3 histone acetyltransferase complex	CC	1.0
GO:2000130	1.000000000008053	0.7336379422153195	0	4	positive regulation of octopamine signaling pathway	BP	1.0
GO:0001669	1.0000000000080824	0.7898619907611125	0	3	acrosomal vesicle	CC	1.0
GO:0042923	1.000000000008105	0.788241470452545	0	3	neuropeptide binding	MF	1.0
GO:0010460	1.0000000000081068	0.7953665336043146	0	3	positive regulation of heart rate	BP	1.0
GO:0010165	1.0000000000081188	0.7937673318696721	0	3	response to X-ray	BP	1.0
GO:0046626	1.0000000000081346	0.8757893491993644	0	2	regulation of insulin receptor signaling pathway	BP	1.0
GO:0006741	1.0000000000081422	0.8491170410802394	0	2	NADP biosynthetic process	BP	1.0
GO:0045321	1.0000000000081974	0.8759415428508812	0	2	leukocyte activation	BP	1.0
GO:0002151	1.0000000000082014	0.8421702586034875	0	3	G-quadruplex RNA binding	MF	1.0
GO:0007625	1.000000000008236	0.7269747078426497	0	4	grooming behavior	BP	1.0
GO:0033108	1.0000000000082778	0.7783643629079791	0	4	mitochondrial respiratory chain complex assembly	BP	1.0
GO:1904503	1.000000000008281	0.8581717465413831	0	2	negative regulation of lipophagy	BP	1.0
GO:0009566	1.0000000000083353	0.7825005127985805	0	3	fertilization	BP	1.0
GO:0042810	1.0000000000083582	0.8697713837394724	0	2	pheromone metabolic process	BP	1.0
GO:0033234	1.0000000000083609	0.783879954890186	0	3	negative regulation of protein sumoylation	BP	1.0
GO:0050914	1.0000000000083609	0.783879954890186	0	3	sensory perception of salty taste	BP	1.0
GO:1901575	1.0000000000083822	0.8493650752490562	0	2	organic substance catabolic process	BP	1.0
GO:0009931	1.0000000000083922	0.7824223444888383	0	3	calcium-dependent protein serine/threonine kinase activity	MF	1.0
GO:0031114	1.0000000000083922	0.7824223444888383	0	3	regulation of microtubule depolymerization	BP	1.0
GO:0010945	1.0000000000084084	0.8584085292469216	0	2	CoA pyrophosphatase activity	MF	1.0
GO:0043139	1.0000000000084164	0.7824290788321945	0	3	5'-3' DNA helicase activity	MF	1.0
GO:0055057	1.0000000000084164	0.7824290788321945	0	3	neuroblast division	BP	1.0
GO:0030030	1.0000000000084186	0.8032289975013225	0	3	cell projection organization	BP	1.0
GO:0098971	1.0000000000084186	0.8032289975013225	0	3	anterograde dendritic transport of neurotransmitter receptor complex	BP	1.0
GO:0004733	1.000000000008431	0.8146670851242496	0	3	pyridoxamine-phosphate oxidase activity	MF	1.0
GO:0008615	1.000000000008431	0.8146670851242496	0	3	pyridoxine biosynthetic process	BP	1.0
GO:0042823	1.000000000008431	0.8146670851242496	0	3	pyridoxal phosphate biosynthetic process	BP	1.0
GO:1990547	1.0000000000084328	0.8537921311907625	0	2	mitochondrial phosphate ion transmembrane transport	BP	1.0
GO:0004662	1.000000000008439	0.8549946699908907	0	2	CAAX-protein geranylgeranyltransferase activity	MF	1.0
GO:0005953	1.000000000008439	0.8549946699908907	0	2	CAAX-protein geranylgeranyltransferase complex	CC	1.0
GO:0006086	1.00000000000844	0.7268127930899426	0	4	acetyl-CoA biosynthetic process from pyruvate	BP	1.0
GO:0000010	1.000000000008463	0.8492167521108687	0	2	trans-hexaprenyltranstransferase activity	MF	1.0
GO:1990234	1.000000000008463	0.8492167521108687	0	2	transferase complex	CC	1.0
GO:1905345	1.000000000008471	0.8492895865426137	0	2	protein localization to cleavage furrow	BP	1.0
GO:0017121	1.0000000000084759	0.7328217273481185	0	4	plasma membrane phospholipid scrambling	BP	1.0
GO:0017128	1.0000000000084759	0.7328217273481185	0	4	phospholipid scramblase activity	MF	1.0
GO:0048735	1.0000000000085054	0.8492574283314329	0	2	haltere morphogenesis	BP	1.0
GO:0009368	1.0000000000085123	0.8598242295938852	0	2	endopeptidase Clp complex	CC	1.0
GO:0043227	1.0000000000085176	0.9002229671044399	0	2	membrane-bounded organelle	CC	1.0
GO:0019878	1.000000000008523	0.8603904836108376	0	2	lysine biosynthetic process via aminoadipic acid	BP	1.0
GO:0070325	1.000000000008523	0.8603904836108376	0	2	lipoprotein particle receptor binding	MF	1.0
GO:0000235	1.0000000000085234	0.7212334835894411	0	4	astral microtubule	CC	1.0
GO:0034454	1.0000000000085607	0.6664937128271646	0	5	microtubule anchoring at centrosome	BP	1.0
GO:1901216	1.0000000000085612	0.6686391513351623	0	5	positive regulation of neuron death	BP	1.0
GO:0019221	1.0000000000085718	0.7210080028749944	0	4	cytokine-mediated signaling pathway	BP	1.0
GO:0004995	1.0000000000085913	0.7824758706888613	0	3	tachykinin receptor activity	MF	1.0
GO:0015386	1.000000000008592	0.6654454119866998	0	5	potassium:proton antiporter activity	MF	1.0
GO:0010890	1.0000000000086016	0.7836566052805234	0	3	positive regulation of sequestering of triglyceride	BP	1.0
GO:0007508	1.0000000000086722	0.6848363668329646	0	5	larval heart development	BP	1.0
GO:0061668	1.000000000008681	0.7162670172108363	0	5	mitochondrial ribosome assembly	BP	1.0
GO:0003951	1.000000000008687	0.7829281687558087	0	3	NAD+ kinase activity	MF	1.0
GO:0042435	1.0000000000086953	0.8544876222537529	0	2	indole-containing compound biosynthetic process	BP	1.0
GO:0051960	1.0000000000087121	0.7766480798746295	0	4	regulation of nervous system development	BP	1.0
GO:0008171	1.000000000008732	0.7443756787989426	0	4	O-methyltransferase activity	MF	1.0
GO:0097194	1.0000000000087363	0.8494358433914968	0	2	execution phase of apoptosis	BP	1.0
GO:0006014	1.000000000008757	0.8005949405130203	0	3	D-ribose metabolic process	BP	1.0
GO:0034227	1.0000000000087832	0.765542984287427	0	4	tRNA thio-modification	BP	1.0
GO:0000127	1.0000000000087992	0.6644819796191996	0	5	transcription factor TFIIIC complex	CC	1.0
GO:0033749	1.0000000000088196	0.8502484695641904	0	2	histone H3-methyl-arginine-3 demethylase activity	MF	1.0
GO:0060586	1.0000000000088196	0.8502484695641904	0	2	multicellular organismal iron ion homeostasis	BP	1.0
GO:0036353	1.0000000000088274	0.7858783067571014	0	3	histone H2A-K119 monoubiquitination	BP	1.0
GO:0045945	1.000000000008843	0.7222109271944589	0	4	positive regulation of transcription by RNA polymerase III	BP	1.0
GO:0050905	1.0000000000088467	0.7335962995819856	0	5	neuromuscular process	BP	1.0
GO:0030121	1.0000000000088742	0.67522361119695	0	5	AP-1 adaptor complex	CC	1.0
GO:0015252	1.0000000000088753	0.8046393343068566	0	3	proton channel activity	MF	1.0
GO:0032940	1.0000000000088975	0.7826392076897238	0	3	secretion by cell	BP	1.0
GO:0051452	1.0000000000088975	0.7826392076897238	0	3	intracellular pH reduction	BP	1.0
GO:0007205	1.0000000000089013	0.6643370000529637	0	5	protein kinase C-activating G protein-coupled receptor signaling pathway	BP	1.0
GO:0016513	1.0000000000089035	0.879986371909194	0	2	core-binding factor complex	CC	1.0
GO:0003696	1.0000000000089062	0.7311350008683435	0	4	satellite DNA binding	MF	1.0
GO:0018027	1.0000000000089704	0.8016875371803597	0	3	peptidyl-lysine dimethylation	BP	1.0
GO:0004044	1.0000000000089895	0.8492326451898372	0	2	amidophosphoribosyltransferase activity	MF	1.0
GO:0097344	1.0000000000089957	0.849600248611393	0	2	Rix1 complex	CC	1.0
GO:0001732	1.0000000000090397	0.7907482986679779	0	3	formation of cytoplasmic translation initiation complex	BP	1.0
GO:0008273	1.000000000009044	0.667292352478096	0	5	calcium, potassium:sodium antiporter activity	MF	1.0
GO:0101030	1.000000000009059	0.7952645819832055	0	3	tRNA-guanine transglycosylation	BP	1.0
GO:0034514	1.0000000000090612	0.6643498968052044	0	5	mitochondrial unfolded protein response	BP	1.0
GO:0035271	1.0000000000090612	0.6645227158472966	0	5	ring gland development	BP	1.0
GO:0006660	1.0000000000090719	0.8498579337376111	0	2	phosphatidylserine catabolic process	BP	1.0
GO:0052651	1.0000000000090719	0.8498579337376111	0	2	monoacylglycerol catabolic process	BP	1.0
GO:0003693	1.0000000000090776	0.8827048112183766	0	2	P-element binding	MF	1.0
GO:1990391	1.0000000000090776	0.8827048112183766	0	2	DNA repair complex	CC	1.0
GO:0004831	1.0000000000090952	0.8509170438687454	0	2	tyrosine-tRNA ligase activity	MF	1.0
GO:0006437	1.0000000000090952	0.8509170438687454	0	2	tyrosyl-tRNA aminoacylation	BP	1.0
GO:0017059	1.000000000009126	0.8003292594950201	0	5	serine C-palmitoyltransferase complex	CC	1.0
GO:0044571	1.0000000000091362	0.8669281814734114	0	2	[2Fe-2S] cluster assembly	BP	1.0
GO:0035223	1.0000000000091473	0.7761438384660199	0	4	leg disc pattern formation	BP	1.0
GO:0097156	1.0000000000091473	0.7761438384660199	0	4	fasciculation of motor neuron axon	BP	1.0
GO:0097193	1.0000000000091567	0.8666815376027043	0	2	intrinsic apoptotic signaling pathway	BP	1.0
GO:0001734	1.000000000009159	0.8521965205088597	0	2	mRNA (N6-adenosine)-methyltransferase activity	MF	1.0
GO:0032785	1.0000000000091736	0.70999265379727	0	5	negative regulation of DNA-templated transcription, elongation	BP	1.0
GO:0031119	1.000000000009181	0.6673982958987137	0	5	tRNA pseudouridine synthesis	BP	1.0
GO:0019348	1.0000000000091822	0.8099055779209933	0	3	dolichol metabolic process	BP	1.0
GO:0007499	1.0000000000091853	0.7842407004550659	0	3	ectoderm and mesoderm interaction	BP	1.0
GO:0051013	1.0000000000092175	0.6643319156898627	0	5	microtubule severing	BP	1.0
GO:0031588	1.000000000009223	0.7733549186575699	0	4	nucleotide-activated protein kinase complex	CC	1.0
GO:0033149	1.0000000000092273	0.8010921837619704	0	3	FFAT motif binding	MF	1.0
GO:0006269	1.0000000000092413	0.7839081103141784	0	3	DNA replication, synthesis of RNA primer	BP	1.0
GO:0034719	1.0000000000092606	0.8690114299408631	0	3	SMN-Sm protein complex	CC	1.0
GO:0030043	1.000000000009269	0.902942541748731	0	2	actin filament fragmentation	BP	1.0
GO:0035321	1.0000000000092695	0.8400700374992265	0	3	maintenance of imaginal disc-derived wing hair orientation	BP	1.0
GO:0035094	1.0000000000092801	0.6660533937115523	0	5	response to nicotine	BP	1.0
GO:0051764	1.0000000000092881	0.6645305256705509	0	5	actin crosslink formation	BP	1.0
GO:0042162	1.0000000000092941	0.6655273290236345	0	5	telomeric DNA binding	MF	1.0
GO:0004066	1.0000000000092966	0.870913358135096	0	2	asparagine synthase (glutamine-hydrolyzing) activity	MF	1.0
GO:0006529	1.0000000000092966	0.870913358135096	0	2	asparagine biosynthetic process	BP	1.0
GO:0005997	1.0000000000093199	0.794757873501593	0	3	xylulose metabolic process	BP	1.0
GO:0002128	1.0000000000093259	0.8589307390169845	0	2	tRNA nucleoside ribose methylation	BP	1.0
GO:0072542	1.0000000000093294	0.6765237776480661	0	5	protein phosphatase activator activity	MF	1.0
GO:0065003	1.000000000009351	0.735741693802781	0	4	protein-containing complex assembly	BP	1.0
GO:0031210	1.0000000000093658	0.6775039924894799	0	5	phosphatidylcholine binding	MF	1.0
GO:0045745	1.0000000000093938	0.9019876577163825	0	2	positive regulation of G protein-coupled receptor signaling pathway	BP	1.0
GO:0097745	1.0000000000093978	0.851579110288957	0	2	mitochondrial tRNA 5'-end processing	BP	1.0
GO:0018023	1.0000000000094103	0.677843520082468	0	5	peptidyl-lysine trimethylation	BP	1.0
GO:0060415	1.0000000000094125	0.882132288510173	0	2	muscle tissue morphogenesis	BP	1.0
GO:0042756	1.0000000000094575	0.7824214505821655	0	3	drinking behavior	BP	1.0
GO:0000036	1.0000000000094733	0.9065414111906004	0	2	acyl carrier activity	MF	1.0
GO:0005663	1.0000000000095244	0.6857508829542127	0	5	DNA replication factor C complex	CC	1.0
GO:0031391	1.0000000000095244	0.6857508829542127	0	5	Elg1 RFC-like complex	CC	1.0
GO:0004505	1.0000000000095322	0.8498794196617866	0	2	phenylalanine 4-monooxygenase activity	MF	1.0
GO:0004510	1.0000000000095322	0.8498794196617866	0	2	tryptophan 5-monooxygenase activity	MF	1.0
GO:0050709	1.0000000000095521	0.7922633319550727	0	3	negative regulation of protein secretion	BP	1.0
GO:0035658	1.0000000000095595	0.7839771858836984	0	3	Mon1-Ccz1 complex	CC	1.0
GO:0043425	1.0000000000095661	0.7824214303609996	0	3	bHLH transcription factor binding	MF	1.0
GO:0015934	1.0000000000095717	0.7421112521346918	0	5	large ribosomal subunit	CC	1.0
GO:0040031	1.0000000000095888	0.86052629673142	0	2	snRNA modification	BP	1.0
GO:0032588	1.0000000000096234	0.721112139409807	0	4	trans-Golgi network membrane	CC	1.0
GO:0070932	1.0000000000096338	0.7911329771449779	0	3	histone H3 deacetylation	BP	1.0
GO:0033185	1.0000000000096345	0.8425462219008877	0	3	dolichol-phosphate-mannose synthase complex	CC	1.0
GO:1990621	1.0000000000096478	0.8548658165898126	0	2	ESCRT IV complex	CC	1.0
GO:0004365	1.0000000000096576	0.793519325715275	0	3	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	MF	1.0
GO:0035605	1.0000000000096576	0.793519325715275	0	3	peptidyl-cysteine S-nitrosylase activity	MF	1.0
GO:0030709	1.0000000000096905	0.6878933110723262	0	5	border follicle cell delamination	BP	1.0
GO:0004594	1.0000000000097402	0.8497248695001147	0	2	pantothenate kinase activity	MF	1.0
GO:0031508	1.000000000009746	0.6931505822340436	0	5	pericentric heterochromatin assembly	BP	1.0
GO:0005164	1.0000000000097462	0.8142321095946295	0	3	tumor necrosis factor receptor binding	MF	1.0
GO:0004326	1.0000000000098166	0.8491111651444596	0	2	tetrahydrofolylpolyglutamate synthase activity	MF	1.0
GO:0046901	1.0000000000098166	0.8491111651444596	0	2	tetrahydrofolylpolyglutamate biosynthetic process	BP	1.0
GO:0032433	1.0000000000098197	0.755574922038232	0	4	filopodium tip	CC	1.0
GO:0043666	1.0000000000098255	0.6841270570112434	0	5	regulation of phosphoprotein phosphatase activity	BP	1.0
GO:0048804	1.000000000009839	0.7544057755806963	0	4	imaginal disc-derived female genitalia morphogenesis	BP	1.0
GO:0051383	1.000000000009842	0.6743131526206289	0	5	kinetochore organization	BP	1.0
GO:0000126	1.0000000000098443	0.7855307416592406	0	3	transcription factor TFIIIB complex	CC	1.0
GO:0070545	1.000000000009847	0.7839139087895852	0	3	PeBoW complex	CC	1.0
GO:0002032	1.000000000009853	0.8510772168643185	0	2	desensitization of G protein-coupled receptor signaling pathway by arrestin	BP	1.0
GO:0002046	1.000000000009853	0.8510772168643185	0	2	opsin binding	MF	1.0
GO:0005845	1.0000000000098654	0.7183820825809027	0	5	mRNA cap binding complex	CC	1.0
GO:0070573	1.0000000000098674	0.6664074979099707	0	5	metallodipeptidase activity	MF	1.0
GO:0070252	1.0000000000098992	0.6696950420746113	0	5	actin-mediated cell contraction	BP	1.0
GO:0032515	1.0000000000099059	0.7130242359384692	0	5	negative regulation of phosphoprotein phosphatase activity	BP	1.0
GO:0016139	1.0000000000099345	0.7611223639942657	0	4	glycoside catabolic process	BP	1.0
GO:0045950	1.0000000000099578	0.7842435548115272	0	3	negative regulation of mitotic recombination	BP	1.0
GO:0046534	1.0000000000099751	0.7209740857676403	0	4	positive regulation of photoreceptor cell differentiation	BP	1.0
GO:0055074	1.000000000010014	0.7965773630008328	0	3	calcium ion homeostasis	BP	1.0
GO:0008064	1.0000000000101028	0.7551472535920115	0	4	regulation of actin polymerization or depolymerization	BP	1.0
GO:0048870	1.0000000000101028	0.7551472535920115	0	4	cell motility	BP	1.0
GO:0060259	1.0000000000101434	0.8510764238158893	0	2	regulation of feeding behavior	BP	1.0
GO:0004830	1.00000000001015	0.8496934417805713	0	2	tryptophan-tRNA ligase activity	MF	1.0
GO:0006436	1.00000000001015	0.8496934417805713	0	2	tryptophanyl-tRNA aminoacylation	BP	1.0
GO:0032494	1.0000000000101528	0.8676434122460905	0	2	response to peptidoglycan	BP	1.0
GO:1990221	1.0000000000102078	0.7708262530416923	0	4	L-cysteine desulfurase complex	CC	1.0
GO:0045129	1.00000000001023	0.6672568383416464	0	5	NAD-independent histone deacetylase activity	MF	1.0
GO:0048568	1.0000000000102665	0.8492009199899677	0	2	embryonic organ development	BP	1.0
GO:2000826	1.0000000000102665	0.8492009199899677	0	2	regulation of heart morphogenesis	BP	1.0
GO:0051443	1.0000000000102696	0.786526588623717	0	3	positive regulation of ubiquitin-protein transferase activity	BP	1.0
GO:0032786	1.0000000000102998	0.750521295257331	0	5	positive regulation of DNA-templated transcription, elongation	BP	1.0
GO:0046963	1.000000000010313	0.8505625151157936	0	2	3'-phosphoadenosine 5'-phosphosulfate transport	BP	1.0
GO:0046964	1.000000000010313	0.8505625151157936	0	2	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	MF	1.0
GO:0098722	1.000000000010315	0.8723743145979604	0	2	asymmetric stem cell division	BP	1.0
GO:0043266	1.0000000000103293	0.7824370316647444	0	3	regulation of potassium ion transport	BP	1.0
GO:0016627	1.0000000000103793	0.858837935406798	0	2	oxidoreductase activity, acting on the CH-CH group of donors	MF	1.0
GO:0030130	1.0000000000103793	0.858837935406798	0	2	clathrin coat of trans-Golgi network vesicle	CC	1.0
GO:0071439	1.0000000000103793	0.858837935406798	0	2	clathrin complex	CC	1.0
GO:0000722	1.000000000010389	0.8525294700032233	0	2	telomere maintenance via recombination	BP	1.0
GO:0043551	1.000000000010389	0.8525294700032233	0	2	regulation of phosphatidylinositol 3-kinase activity	BP	1.0
GO:0016790	1.0000000000104425	0.8629543464839757	0	2	thiolester hydrolase activity	MF	1.0
GO:0098599	1.0000000000104425	0.8629543464839757	0	2	palmitoyl hydrolase activity	MF	1.0
GO:0098734	1.0000000000104425	0.8629543464839757	0	2	macromolecule depalmitoylation	BP	1.0
GO:0040009	1.000000000010456	0.8775847957925745	0	2	regulation of growth rate	BP	1.0
GO:0071007	1.0000000000104645	0.6766151935034608	0	5	U2-type catalytic step 2 spliceosome	CC	1.0
GO:0030337	1.0000000000104698	0.6881085554326264	0	5	DNA polymerase processivity factor activity	MF	1.0
GO:0010133	1.0000000000105014	0.720969986403469	0	4	proline catabolic process to glutamate	BP	1.0
GO:1904960	1.0000000000105018	0.9276953160410643	0	2	positive regulation of cytochrome-c oxidase activity	BP	1.0
GO:0048039	1.0000000000105247	0.7610628521457027	0	4	ubiquinone binding	MF	1.0
GO:0071596	1.0000000000105453	0.7225376652351808	0	4	ubiquitin-dependent protein catabolic process via the N-end rule pathway	BP	1.0
GO:0070513	1.0000000000105538	0.8837942362253897	0	2	death domain binding	MF	1.0
GO:0008378	1.0000000000105775	0.8083871799800322	0	3	galactosyltransferase activity	MF	1.0
GO:0031085	1.0000000000105915	0.9157490866476035	0	2	BLOC-3 complex	CC	1.0
GO:0060965	1.0000000000105915	0.9157490866476035	0	2	negative regulation of gene silencing by miRNA	BP	1.0
GO:0060158	1.0000000000106093	0.7940864595281205	0	3	phospholipase C-activating dopamine receptor signaling pathway	BP	1.0
GO:0010705	1.0000000000106217	0.8852663792269522	0	2	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	BP	1.0
GO:0016060	1.000000000010667	0.6658708676941869	0	5	metarhodopsin inactivation	BP	1.0
GO:1990189	1.0000000000106832	0.8831311277088179	0	2	peptide-serine-N-acetyltransferase activity	MF	1.0
GO:0000839	1.0000000000106857	0.8604626003100496	0	2	Hrd1p ubiquitin ligase ERAD-L complex	CC	1.0
GO:0035035	1.0000000000106883	0.7161571975026463	0	5	histone acetyltransferase binding	MF	1.0
GO:0030904	1.000000000010707	0.7329813410768282	0	4	retromer complex	CC	1.0
GO:1901098	1.0000000000107385	0.7926310770568611	0	3	positive regulation of autophagosome maturation	BP	1.0
GO:0005952	1.000000000010753	0.678795513436108	0	5	cAMP-dependent protein kinase complex	CC	1.0
GO:0004127	1.000000000010906	0.8561434804557022	0	2	cytidylate kinase activity	MF	1.0
GO:0006225	1.000000000010906	0.8561434804557022	0	2	UDP biosynthetic process	BP	1.0
GO:0033862	1.000000000010906	0.8561434804557022	0	2	UMP kinase activity	MF	1.0
GO:0046705	1.000000000010906	0.8561434804557022	0	2	CDP biosynthetic process	BP	1.0
GO:0000096	1.0000000000109672	0.8653229862470614	0	2	sulfur amino acid metabolic process	BP	1.0
GO:0035274	1.0000000000109917	0.9005754520028119	0	2	diphenyl phthalate binding	MF	1.0
GO:0005940	1.0000000000110352	0.6653827116662102	0	5	septin ring	CC	1.0
GO:0031105	1.0000000000110352	0.6653827116662102	0	5	septin complex	CC	1.0
GO:0032153	1.0000000000110352	0.6653827116662102	0	5	cell division site	CC	1.0
GO:1905790	1.0000000000110352	0.8004944665743361	0	3	regulation of mechanosensory behavior	BP	1.0
GO:0006657	1.0000000000110423	0.7829009622537496	0	3	CDP-choline pathway	BP	1.0
GO:1990592	1.0000000000110427	0.8422098495923037	0	3	protein K69-linked ufmylation	BP	1.0
GO:0042030	1.0000000000110694	0.8516784728377889	0	3	ATPase inhibitor activity	MF	1.0
GO:1990050	1.0000000000110987	0.7204258224577358	0	5	phosphatidic acid transfer activity	MF	1.0
GO:0010470	1.0000000000111353	0.6872493813213233	0	5	regulation of gastrulation	BP	1.0
GO:0005779	1.0000000000111897	0.6991958135135429	0	5	integral component of peroxisomal membrane	CC	1.0
GO:0046168	1.0000000000112177	0.788785023919173	0	3	glycerol-3-phosphate catabolic process	BP	1.0
GO:0047952	1.0000000000112177	0.788785023919173	0	3	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	MF	1.0
GO:0001561	1.000000000011228	0.8540261771288503	0	2	fatty acid alpha-oxidation	BP	1.0
GO:0033555	1.0000000000112301	0.883223271191796	0	2	multicellular organismal response to stress	BP	1.0
GO:0046890	1.0000000000112403	0.8491095987127376	0	2	regulation of lipid biosynthetic process	BP	1.0
GO:0051078	1.0000000000112403	0.8491095987127376	0	2	meiotic nuclear membrane disassembly	BP	1.0
