category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	fdr
GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	1.0	0.924726349792163	0	36	1.0
GO_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	1.0	0.7159071654061432	0	153	1.0
GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	1.0	0.9572004471334307	0	22	1.0
GO_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	1.0	0.895906662847517	0	52	1.0
GO_REGULATION_OF_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY	1.0	0.9901275409905207	0	5	1.0
GO_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.0	0.9755029989704842	0	14	1.0
GO_REGULATION_OF_URINE_VOLUME	1.0	0.9541505057587731	0	22	1.0
GO_REGULATION_OF_VACUOLAR_TRANSPORT	1.0	0.9893267400701754	0	5	1.0
GO_REGULATION_OF_VACUOLE_ORGANIZATION	1.0	0.9091900793547308	0	44	1.0
GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9329002611505469	0	35	1.0
GO_REGULATION_OF_VASCULAR_PERMEABILITY	1.0	0.9234641244748039	0	37	1.0
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DEDIFFERENTIATION	1.0	0.9924306148684542	0	6	1.0
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	1.0	0.9574459948833057	0	28	1.0
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	1.0	0.8691023022681197	0	85	1.0
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.0	0.9805671393103892	0	9	1.0
GO_REGULATION_OF_VASCULAR_WOUND_HEALING	1.0	0.9855686064383918	0	8	1.0
GO_REGULATION_OF_VASCULOGENESIS	1.0	0.9697344487904422	0	14	1.0
GO_REGULATION_OF_VASOCONSTRICTION	1.0	0.8771507426369382	0	59	1.0
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	1.0	0.9851100248732241	0	8	1.0
GO_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	1.0	0.9928206459300368	0	5	1.0
GO_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	1.0	0.9925791851089353	0	5	1.0
GO_REGULATION_OF_VESICLE_FUSION	1.0	0.9326557929979609	0	32	1.0
GO_REGULATION_OF_VESICLE_SIZE	1.0	0.9800110534600178	0	9	1.0
GO_REGULATION_OF_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	1.0	0.988892066329553	0	5	1.0
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	1.0	0.9426975542516006	0	29	1.0
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION	1.0	0.8202064679793974	0	95	1.0
GO_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9544025541910357	0	21	1.0
GO_REGULATION_OF_VIRAL_TRANSCRIPTION	1.0	0.8738864213543756	0	64	1.0
GO_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	1.0	0.9812631306475466	0	9	1.0
GO_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9865277613911954	0	6	1.0
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	1.0	0.9737413230961195	0	13	1.0
GO_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION	1.0	0.991533844039259	0	5	1.0
GO_REGULATION_OF_WATER_LOSS_VIA_SKIN	1.0	0.9422646276976144	0	27	1.0
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY	1.0	0.4486531592322477	0	368	1.0
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	1.0	0.9854744120974002	0	8	1.0
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	1.0	0.9664205311669842	0	15	1.0
GO_REGULATION_OF_WOUND_HEALING	1.0	0.7320075954505458	0	151	1.0
GO_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	1.0	0.9847653285817888	0	7	1.0
GO_REGULATION_OF_XENOPHAGY	1.0	0.9869318437405811	0	6	1.0
GO_RELAXATION_OF_CARDIAC_MUSCLE	1.0	0.9651236314423025	0	16	1.0
GO_RELAXATION_OF_MUSCLE	1.0	0.9380854355049851	0	31	1.0
GO_RELAXATION_OF_SMOOTH_MUSCLE	1.0	0.9813658826787708	0	10	1.0
GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	1.0	0.8905701664386928	0	58	1.0
GO_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	1.0	0.9284269527462354	0	37	1.0
GO_RENAL_ABSORPTION	1.0	0.9666308313479184	0	16	1.0
GO_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.0	0.9891499205346475	0	5	1.0
GO_RENAL_FILTRATION	1.0	0.9545049915779307	0	21	1.0
GO_RENAL_SODIUM_EXCRETION	1.0	0.9535519078628	0	23	1.0
GO_RENAL_SODIUM_ION_TRANSPORT	1.0	0.9868389418393617	0	6	1.0
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	1.0	0.9656409890336681	0	16	1.0
GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	1.0	0.9400750154344176	0	28	1.0
GO_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS	1.0	0.9816674103561052	0	8	1.0
GO_RENAL_TUBULE_DEVELOPMENT	1.0	0.8049842119296013	0	96	1.0
GO_RENAL_VESICLE_DEVELOPMENT	1.0	0.9558341443932373	0	20	1.0
GO_RENAL_VESICLE_FORMATION	1.0	0.9811441133473251	0	8	1.0
GO_RENAL_WATER_HOMEOSTASIS	1.0	0.9229955935325488	0	36	1.0
GO_RENAL_WATER_TRANSPORT	1.0	0.9868454602680834	0	6	1.0
GO_REPLACEMENT_OSSIFICATION	1.0	0.9398971548419036	0	28	1.0
GO_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE	1.0	0.9886966568035239	0	5	1.0
GO_REPLICATION_FORK_PROCESSING	1.0	0.9295499336279072	0	33	1.0
GO_REPLICATION_FORK_PROTECTION	1.0	0.9801195988055896	0	9	1.0
GO_REPLICATIVE_CELL_AGING	1.0	0.9877253421207814	0	6	1.0
GO_REPLICATIVE_SENESCENCE	1.0	0.9703203993837534	0	14	1.0
GO_REPRODUCTIVE_BEHAVIOR	1.0	0.9352689260699266	0	31	1.0
GO_RESCUE_OF_STALLED_RIBOSOME	1.0	0.9891290370304823	0	5	1.0
GO_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES	1.0	0.9660530471932998	0	16	1.0
GO_RESPIRATORY_BURST	1.0	0.9318127853411405	0	35	1.0
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	1.0	0.9746366660889436	0	13	1.0
GO_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.0	0.9873194115754993	0	7	1.0
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	1.0	0.9597320845375142	0	23	1.0
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	1.0	0.8353208045828755	0	103	1.0
GO_RESPONSE_TO_ACETYLCHOLINE	1.0	0.9365501229019983	0	30	1.0
GO_RESPONSE_TO_ACIDIC_PH	1.0	0.9501309383147949	0	24	1.0
GO_RESPONSE_TO_ACTIVITY	1.0	0.8667893224119377	0	66	1.0
GO_RESPONSE_TO_ALKALOID	1.0	0.7878894428941302	0	110	1.0
GO_RESPONSE_TO_ALUMINUM_ION	1.0	0.9891466570168169	0	5	1.0
GO_RESPONSE_TO_AMINE	1.0	0.9039549654044811	0	47	1.0
GO_RESPONSE_TO_AMINO_ACID_STARVATION	1.0	0.9041864442395035	0	46	1.0
GO_RESPONSE_TO_AMPHETAMINE	1.0	0.9316775796285264	0	33	1.0
GO_RESPONSE_TO_AMYLOID_BETA	1.0	0.8941446136159166	0	55	1.0
GO_RESPONSE_TO_ANESTHETIC	1.0	0.854376714077117	0	74	1.0
GO_RESPONSE_TO_ANGIOTENSIN	1.0	0.9428113085400013	0	28	1.0
GO_RESPONSE_TO_ANTICOAGULANT	1.0	0.9830452811199005	0	8	1.0
GO_RESPONSE_TO_ANTIMETABOLITE	1.0	0.9631016032429754	0	17	1.0
GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT	1.0	0.8100633460890717	0	97	1.0
GO_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	1.0	0.9320963208583937	0	33	1.0
GO_RESPONSE_TO_ATP	1.0	0.9288844122229014	0	33	1.0
GO_RESPONSE_TO_AXON_INJURY	1.0	0.8538603943696932	0	77	1.0
GO_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	1.0	0.9806127986422941	0	12	1.0
GO_RESPONSE_TO_BMP	1.0	0.6872827799681065	0	170	1.0
GO_RESPONSE_TO_BRONCHODILATOR	1.0	0.8942459715299317	0	52	1.0
GO_RESPONSE_TO_CADMIUM_ION	1.0	0.8914378768924512	0	61	1.0
GO_RESPONSE_TO_CAFFEINE	1.0	0.9569020596581904	0	19	1.0
GO_RESPONSE_TO_CALCIUM_ION	1.0	0.7243034798616749	0	146	1.0
GO_RESPONSE_TO_CAMP	1.0	0.8092009325750704	0	96	1.0
GO_RESPONSE_TO_CAMPTOTHECIN	1.0	0.9887479596594275	0	5	1.0
GO_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	1.0	0.9815218209240814	0	8	1.0
GO_RESPONSE_TO_CGMP	1.0	0.9841488471449231	0	7	1.0
GO_RESPONSE_TO_CHEMOKINE	1.0	0.8313662838053063	0	96	1.0
GO_RESPONSE_TO_CISPLATIN	1.0	0.9809430442150601	0	9	1.0
GO_RESPONSE_TO_COBALT_ION	1.0	0.9781758438477356	0	10	1.0
GO_RESPONSE_TO_COCAINE	1.0	0.8960433498319974	0	51	1.0
GO_RESPONSE_TO_COLD	1.0	0.902751258333033	0	47	1.0
GO_RESPONSE_TO_COPPER_ION	1.0	0.9317880491705807	0	40	1.0
GO_RESPONSE_TO_CORTICOSTEROID	1.0	0.7096048826163593	0	161	1.0
GO_RESPONSE_TO_CORTICOSTERONE	1.0	0.9581045511053446	0	20	1.0
GO_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE	1.0	0.9886705382778709	0	5	1.0
GO_RESPONSE_TO_CORTISOL	1.0	0.9888015076011504	0	5	1.0
GO_RESPONSE_TO_DEFENSES_OF_OTHER_ORGANISM	1.0	0.9841313085898077	0	7	1.0
GO_RESPONSE_TO_DEXAMETHASONE	1.0	0.914837958782322	0	41	1.0
GO_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE	1.0	0.9895869407275343	0	6	1.0
GO_RESPONSE_TO_DIETARY_EXCESS	1.0	0.9454883735626161	0	27	1.0
GO_RESPONSE_TO_DISACCHARIDE	1.0	0.9876101829655617	0	6	1.0
GO_RESPONSE_TO_DSRNA	1.0	0.9019841675581085	0	52	1.0
GO_RESPONSE_TO_ELECTRICAL_STIMULUS	1.0	0.9177402759560506	0	40	1.0
GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	1.0	0.5388959486186267	0	283	1.0
GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	1.0	0.8995431456632447	0	47	1.0
GO_RESPONSE_TO_EPINEPHRINE	1.0	0.9641276474565447	0	16	1.0
GO_RESPONSE_TO_ERYTHROPOIETIN	1.0	0.986327801618681	0	8	1.0
GO_RESPONSE_TO_ESTRADIOL	1.0	0.7493931574833318	0	133	1.0
GO_RESPONSE_TO_ESTROGEN	1.0	0.8581925009431095	0	72	1.0
GO_RESPONSE_TO_ETHER	1.0	0.9745788875655255	0	12	1.0
GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1.0	0.3255834133819586	0	520	1.0
GO_RESPONSE_TO_FLUID_SHEAR_STRESS	1.0	0.9266847954461943	0	36	1.0
GO_RESPONSE_TO_FLUORIDE	1.0	0.9894842972755985	0	5	1.0
GO_RESPONSE_TO_FOLIC_ACID	1.0	0.9818002243006148	0	9	1.0
GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	1.0	0.9638138512590544	0	16	1.0
GO_RESPONSE_TO_FOOD	1.0	0.9300417829149242	0	38	1.0
GO_RESPONSE_TO_FORSKOLIN	1.0	0.9746201082782777	0	11	1.0
GO_RESPONSE_TO_FRUCTOSE	1.0	0.9824959186735573	0	8	1.0
GO_RESPONSE_TO_FUNGICIDE	1.0	0.974893494050229	0	11	1.0
GO_RESPONSE_TO_GAMMA_RADIATION	1.0	0.8871334242191781	0	55	1.0
GO_RESPONSE_TO_GLUCAGON	1.0	0.9237218157269416	0	36	1.0
GO_RESPONSE_TO_GLYCOPROTEIN	1.0	0.9865863993256352	0	6	1.0
GO_RESPONSE_TO_GLYCOSIDE	1.0	0.9889584427216037	0	5	1.0
GO_RESPONSE_TO_GONADOTROPIN	1.0	0.9383823801642635	0	28	1.0
GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	1.0	0.9814617631258704	0	9	1.0
GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	1.0	0.9807224443554905	0	9	1.0
GO_RESPONSE_TO_GRAVITY	1.0	0.9774173836346701	0	11	1.0
GO_RESPONSE_TO_GROWTH_HORMONE	1.0	0.9210797381599503	0	39	1.0
GO_RESPONSE_TO_HEAT	1.0	0.6777194737499544	0	177	1.0
GO_RESPONSE_TO_HEPARIN	1.0	0.9866965472269978	0	6	1.0
GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	1.0	0.9577953818714657	0	19	1.0
GO_RESPONSE_TO_HERBICIDE	1.0	0.9726926403250258	0	13	1.0
GO_RESPONSE_TO_HISTAMINE	1.0	0.9759245301871134	0	11	1.0
GO_RESPONSE_TO_HYDROGEN_PEROXIDE	1.0	0.7487684577851298	0	143	1.0
GO_RESPONSE_TO_HYDROPEROXIDE	1.0	0.9606546372503814	0	19	1.0
GO_RESPONSE_TO_HYDROSTATIC_PRESSURE	1.0	0.9886883267457328	0	5	1.0
GO_RESPONSE_TO_HYDROXYUREA	1.0	0.9718166511463137	0	13	1.0
GO_RESPONSE_TO_HYPEROXIA	1.0	0.9568829619872434	0	20	1.0
GO_RESPONSE_TO_IMMOBILIZATION_STRESS	1.0	0.9497765103798472	0	25	1.0
GO_RESPONSE_TO_INACTIVITY	1.0	0.9692165907562368	0	14	1.0
GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	1.0	0.9424725365677491	0	27	1.0
GO_RESPONSE_TO_INDOLE_3_METHANOL	1.0	0.9886129817757022	0	5	1.0
GO_RESPONSE_TO_INSECTICIDE	1.0	0.9603397772215602	0	18	1.0
GO_RESPONSE_TO_INSULIN	1.0	0.5589452900242838	0	268	1.0
GO_RESPONSE_TO_INTERFERON_ALPHA	1.0	0.958737222699854	0	20	1.0
GO_RESPONSE_TO_INTERFERON_BETA	1.0	0.9456173807223	0	28	1.0
GO_RESPONSE_TO_INTERLEUKIN_1	1.0	0.6620921938212478	0	205	1.0
GO_RESPONSE_TO_INTERLEUKIN_15	1.0	0.9690196287758369	0	14	1.0
GO_RESPONSE_TO_INTERLEUKIN_17	1.0	0.9819463857798721	0	9	1.0
GO_RESPONSE_TO_INTERLEUKIN_18	1.0	0.9763072062933675	0	11	1.0
GO_RESPONSE_TO_INTERLEUKIN_2	1.0	0.9704701502951177	0	14	1.0
GO_RESPONSE_TO_INTERLEUKIN_3	1.0	0.9878302009422631	0	6	1.0
GO_RESPONSE_TO_INTERLEUKIN_4	1.0	0.9264500384038089	0	36	1.0
GO_RESPONSE_TO_INTERLEUKIN_6	1.0	0.9094535286043673	0	50	1.0
GO_RESPONSE_TO_INTERLEUKIN_7	1.0	0.9398093018375807	0	28	1.0
GO_RESPONSE_TO_INTERLEUKIN_9	1.0	0.9794995324321966	0	10	1.0
GO_RESPONSE_TO_IONIZING_RADIATION	1.0	0.7317333842128969	0	142	1.0
GO_RESPONSE_TO_IRON_II_ION	1.0	0.9895476344091236	0	5	1.0
GO_RESPONSE_TO_IRON_ION	1.0	0.9315282160173088	0	33	1.0
GO_RESPONSE_TO_ISOLATION_STRESS	1.0	0.9882271855280234	0	6	1.0
GO_RESPONSE_TO_KETONE	1.0	0.6539488550885872	0	196	1.0
GO_RESPONSE_TO_L_ASCORBIC_ACID	1.0	0.9893193419223545	0	5	1.0
GO_RESPONSE_TO_L_GLUTAMATE	1.0	0.9758973151574465	0	11	1.0
GO_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE	1.0	0.9886157692389578	0	5	1.0
GO_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	1.0	0.9703053449987418	0	14	1.0
GO_RESPONSE_TO_LEAD_ION	1.0	0.9475196152569776	0	25	1.0
GO_RESPONSE_TO_LEPTIN	1.0	0.9525017417619388	0	22	1.0
GO_RESPONSE_TO_LEUCINE	1.0	0.970043733346287	0	13	1.0
GO_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	1.0	0.8067915953848329	0	96	1.0
GO_RESPONSE_TO_LIGHT_INTENSITY	1.0	0.9758160246343012	0	11	1.0
GO_RESPONSE_TO_LIGHT_STIMULUS	1.0	0.5126811171987993	0	306	1.0
GO_RESPONSE_TO_LIPOTEICHOIC_ACID	1.0	0.9788492137017343	0	10	1.0
GO_RESPONSE_TO_LITHIUM_ION	1.0	0.9522633880347533	0	23	1.0
GO_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR	1.0	0.973684696134466	0	12	1.0
GO_RESPONSE_TO_MAGNESIUM_ION	1.0	0.9573600342274985	0	19	1.0
GO_RESPONSE_TO_MANGANESE_ION	1.0	0.9575595214334195	0	20	1.0
GO_RESPONSE_TO_MERCURY_ION	1.0	0.9793414201613205	0	10	1.0
GO_RESPONSE_TO_METHOTREXATE	1.0	0.9910397131663417	0	4	1.0
GO_RESPONSE_TO_METHYLMERCURY	1.0	0.9849323246242859	0	7	1.0
GO_RESPONSE_TO_MINERALOCORTICOID	1.0	0.9381678994572973	0	30	1.0
GO_RESPONSE_TO_MISFOLDED_PROTEIN	1.0	0.9444986270292024	0	26	1.0
GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	1.0	0.9577927347157935	0	20	1.0
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	1.0	0.4778077935466642	0	358	1.0
GO_RESPONSE_TO_MORPHINE	1.0	0.9346049539600294	0	32	1.0
GO_RESPONSE_TO_MURAMYL_DIPEPTIDE	1.0	0.9561811931979456	0	20	1.0
GO_RESPONSE_TO_MUSCLE_ACTIVITY	1.0	0.9493680955790205	0	24	1.0
GO_RESPONSE_TO_MUSCLE_INACTIVITY	1.0	0.9754567043530217	0	11	1.0
GO_RESPONSE_TO_MUSCLE_STRETCH	1.0	0.9609344327358874	0	18	1.0
GO_RESPONSE_TO_MYCOTOXIN	1.0	0.9856321786616652	0	7	1.0
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR	1.0	0.8924654441076881	0	52	1.0
GO_RESPONSE_TO_NICOTINE	1.0	0.8991540515273918	0	49	1.0
GO_RESPONSE_TO_NITRIC_OXIDE	1.0	0.9599053166732164	0	19	1.0
GO_RESPONSE_TO_NITROSATIVE_STRESS	1.0	0.9764462645356128	0	11	1.0
GO_RESPONSE_TO_NUTRIENT	1.0	0.623153294879391	0	219	1.0
GO_RESPONSE_TO_OLEIC_ACID	1.0	0.9873880254493026	0	6	1.0
GO_RESPONSE_TO_OSMOTIC_STRESS	1.0	0.8366662075920857	0	82	1.0
GO_RESPONSE_TO_OXIDATIVE_STRESS	1.0	0.3931021306207302	0	444	1.0
GO_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	1.0	0.9822315628502538	0	8	1.0
GO_RESPONSE_TO_OXYGEN_LEVELS	1.0	0.43823614509297093	0	386	1.0
GO_RESPONSE_TO_OXYGEN_RADICAL	1.0	0.9436380862957475	0	29	1.0
GO_RESPONSE_TO_PAIN	1.0	0.9372202588210233	0	30	1.0
GO_RESPONSE_TO_PARATHYROID_HORMONE	1.0	0.9743898260925606	0	12	1.0
GO_RESPONSE_TO_PEPTIDE	1.0	0.32530001922945895	0	520	1.0
GO_RESPONSE_TO_PEPTIDE_HORMONE	1.0	0.39289042951584474	0	431	1.0
GO_RESPONSE_TO_PEPTIDOGLYCAN	1.0	0.9767146305266692	0	11	1.0
GO_RESPONSE_TO_PH	1.0	0.9161358971956087	0	41	1.0
GO_RESPONSE_TO_PHENYLPROPANOID	1.0	0.989799757407544	0	5	1.0
GO_RESPONSE_TO_PHEROMONE	1.0	0.9859939397472279	0	8	1.0
GO_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE	1.0	0.9892388431436191	0	6	1.0
GO_RESPONSE_TO_PLATELET_AGGREGATION_INHIBITOR	1.0	0.9711836805852193	0	13	1.0
GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	1.0	0.9566362437534799	0	20	1.0
GO_RESPONSE_TO_POTASSIUM_ION	1.0	0.9673343694886202	0	15	1.0
GO_RESPONSE_TO_PROGESTERONE	1.0	0.9085863775484462	0	45	1.0
GO_RESPONSE_TO_PROSTAGLANDIN	1.0	0.9328514484179249	0	32	1.0
GO_RESPONSE_TO_PROSTAGLANDIN_D	1.0	0.9890589259068234	0	5	1.0
GO_RESPONSE_TO_PROSTAGLANDIN_E	1.0	0.9499216589248721	0	24	1.0
GO_RESPONSE_TO_PROTOZOAN	1.0	0.9478156749884475	0	27	1.0
GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	1.0	0.7138405809346274	0	151	1.0
GO_RESPONSE_TO_RADIATION	1.0	0.3857364694005856	0	434	1.0
GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1.0	0.6257941075804293	0	228	1.0
GO_RESPONSE_TO_REDOX_STATE	1.0	0.9705743197774512	0	14	1.0
GO_RESPONSE_TO_SALT	1.0	0.9621846918000208	0	18	1.0
GO_RESPONSE_TO_SALT_STRESS	1.0	0.9474050397679704	0	26	1.0
GO_RESPONSE_TO_SELENIUM_ION	1.0	0.9810110199978351	0	10	1.0
GO_RESPONSE_TO_SODIUM_ARSENITE	1.0	0.9868035529905529	0	6	1.0
GO_RESPONSE_TO_SORBITOL	1.0	0.988621292721179	0	5	1.0
GO_RESPONSE_TO_STARVATION	1.0	0.666028583789566	0	186	1.0
GO_RESPONSE_TO_STAUROSPORINE	1.0	0.9895072717636335	0	5	1.0
GO_RESPONSE_TO_STEROL	1.0	0.9313475986090101	0	33	1.0
GO_RESPONSE_TO_STEROL_DEPLETION	1.0	0.9732063876446156	0	12	1.0
GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	1.0	0.9645796883806437	0	16	1.0
GO_RESPONSE_TO_TEMPERATURE_STIMULUS	1.0	0.5897992874788989	0	241	1.0
GO_RESPONSE_TO_TESTOSTERONE	1.0	0.9191164761468027	0	40	1.0
GO_RESPONSE_TO_THYROID_HORMONE	1.0	0.9452342588297941	0	26	1.0
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1.0	0.6489769327997058	0	199	1.0
GO_RESPONSE_TO_TUMOR_CELL	1.0	0.9507715354891472	0	23	1.0
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	1.0	0.5345002192410003	0	311	1.0
GO_RESPONSE_TO_TYPE_I_INTERFERON	1.0	0.8231449041235629	0	96	1.0
GO_RESPONSE_TO_UV	1.0	0.7436527656125417	0	137	1.0
GO_RESPONSE_TO_UV_A	1.0	0.9867546634386869	0	6	1.0
GO_RESPONSE_TO_UV_B	1.0	0.9627004819811684	0	18	1.0
GO_RESPONSE_TO_UV_C	1.0	0.9669275122942651	0	16	1.0
GO_RESPONSE_TO_VITAMIN	1.0	0.825538897328501	0	91	1.0
GO_RESPONSE_TO_VITAMIN_A	1.0	0.960768554725461	0	19	1.0
GO_RESPONSE_TO_VITAMIN_D	1.0	0.9276606127466188	0	36	1.0
GO_RESPONSE_TO_VITAMIN_E	1.0	0.9767732149460304	0	11	1.0
GO_RESPONSE_TO_WATER	1.0	0.9671764775037128	0	15	1.0
GO_RESPONSE_TO_WATER_DEPRIVATION	1.0	0.9804757832043169	0	9	1.0
GO_RESPONSE_TO_X_RAY	1.0	0.9329252809924752	0	31	1.0
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1.0	0.714181961726165	0	149	1.0
GO_RETINA_HOMEOSTASIS	1.0	0.8636648862701919	0	69	1.0
GO_RETINA_LAYER_FORMATION	1.0	0.9503816958368333	0	22	1.0
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.0	0.8823466554773749	0	55	1.0
GO_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1.0	0.9589321310165984	0	18	1.0
GO_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.0	0.974889290979988	0	11	1.0
GO_RETINAL_BIPOLAR_NEURON_DIFFERENTIATION	1.0	0.9891896329938882	0	5	1.0
GO_RETINAL_BLOOD_VESSEL_MORPHOGENESIS	1.0	0.9860015393666863	0	6	1.0
GO_RETINAL_CONE_CELL_DIFFERENTIATION	1.0	0.9754717557683974	0	11	1.0
GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE	1.0	0.9539333120742163	0	21	1.0
GO_RETINAL_METABOLIC_PROCESS	1.0	0.9699491366780322	0	14	1.0
GO_RETINAL_ROD_CELL_DEVELOPMENT	1.0	0.9794766768418224	0	9	1.0
GO_RETINAL_ROD_CELL_DIFFERENTIATION	1.0	0.973047557508717	0	12	1.0
GO_RETINOIC_ACID_METABOLIC_PROCESS	1.0	0.9349075821147498	0	32	1.0
GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	1.0	0.934961355015822	0	31	1.0
GO_RETINOL_METABOLIC_PROCESS	1.0	0.9110729164554823	0	44	1.0
GO_RETROGRADE_AXONAL_TRANSPORT	1.0	0.9597157417078611	0	18	1.0
GO_RETROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	1.0	0.987993833759588	0	5	1.0
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	1.0	0.9776841687056865	0	10	1.0
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	1.0	0.9893749547094188	0	5	1.0
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	1.0	0.8244979599459819	0	86	1.0
